Round#,Match#,Game#,Server,Receiver,First Serves,First Serve Wins,First Serve Loss,First Service Fault,Second Serves,Second Serve Wins,Second Serve Loss,Double Faults,Aces,Total Points Won,Total Points Lost
1,12,1,Atulya Priyadarshi,Debasis Kundu,5,2,0,3,3,2,1,1,0,4,1
1,12,2,Debasis Kundu,Atulya Priyadarshi,5,3,0,2,2,1,1,1,0,4,1
1,12,3,Atulya Priyadarshi,Debasis Kundu,4,0,1,3,3,0,3,1,0,0,4
1,12,4,Debasis Kundu,Atulya Priyadarshi,6,3,0,3,3,1,2,1,0,4,2
1,12,5,Atulya Priyadarshi,Debasis Kundu,6,0,2,4,4,2,2,1,0,2,4
1,12,6,Debasis Kundu,Atulya Priyadarshi,5,1,0,4,4,3,1,0,0,4,1
1,12,7,Atulya Priyadarshi,Debasis Kundu,10,4,1,5,5,2,3,1,0,6,4
1,12,8,Debasis Kundu,Atulya Priyadarshi,6,2,1,3,3,0,3,2,0,2,4
1,12,9,Atulya Priyadarshi,Debasis Kundu,6,2,3,1,1,0,1,0,0,2,4
1,5,1,Dipanjan Mitra,Vivaan Chandra,5,4,0,1,1,0,1,0,0,4,1
1,5,2,Vivaan Chandra,Dipanjan Mitra,10,4,2,4,4,2,2,1,0,6,4
1,5,3,Dipanjan Mitra,Vivaan Chandra,6,2,4,0,0,0,0,0,0,2,4
1,5,4,Vivaan Chandra,Dipanjan Mitra,4,0,4,0,0,0,0,0,0,0,4
1,5,5,Dipanjan Mitra,Vivaan Chandra,8,5,3,0,0,0,0,0,0,5,3
1,5,6,Vivaan Chandra,Dipanjan Mitra,5,1,3,1,1,0,1,0,0,1,4
1,5,7,Dipanjan Mitra,Vivaan Chandra,6,4,2,0,0,0,0,0,0,4,2
1,5,8,Vivaan Chandra,Dipanjan Mitra,10,4,3,3,3,0,3,0,0,4,6
1,7,1,Sneh Mitra,Sisir Biswas,5,1,0,4,4,3,1,0,1,4,1
1,7,2,Sisir Biswas,Sneh Mitra,4,0,0,4,4,0,4,2,0,0,4
1,7,3,Sneh Mitra,Sisir Biswas,5,2,0,3,3,2,1,0,1,4,1
1,7,4,Sisir Biswas,Sneh Mitra,12,3,2,7,7,2,5,4,1,5,7
1,7,5,Sneh Mitra,Sisir Biswas,5,0,0,5,5,4,1,0,0,4,1
1,7,6,Sisir Biswas,Sneh Mitra,4,0,0,4,4,0,4,3,0,0,4
1,13,1,Amik Parua,Sourav Ghosh,8,1,1,6,6,2,4,0,0,3,5
1,13,2,Sourav Ghosh,Amik Parua,8,3,2,3,3,2,1,0,0,5,3
1,13,3,Amik Parua,Sourav Ghosh,5,1,0,4,4,3,1,0,0,4,1
1,13,4,Sourav Ghosh,Amik Parua,6,1,0,5,5,3,2,0,0,4,2
1,13,5,Amik Parua,Sourav Ghosh,8,1,1,6,6,2,4,0,0,3,5
1,13,6,Sourav Ghosh,Amik Parua,4,0,0,4,4,4,0,0,0,4,0
1,13,7,Amik Parua,Sourav Ghosh,6,0,2,4,4,2,2,1,0,2,4
1,18,1,Neelabh Neeraj,Anuj Pandit,5,1,3,1,1,0,1,0,0,1,4
1,18,2,Anuj Pandit,Neelabh Neeraj,5,3,1,1,1,1,0,0,1,4,1
1,18,3,Neelabh Neeraj,Anuj Pandit,5,1,1,3,3,0,3,1,0,1,4
1,18,4,Anuj Pandit,Neelabh Neeraj,4,2,0,2,2,2,0,0,0,4,0
1,18,5,Neelabh Neeraj,Anuj Pandit,6,1,4,1,1,1,0,0,0,2,4
1,18,6,Anuj Pandit,Neelabh Neeraj,8,3,0,5,5,2,3,0,1,5,3
1,1,1,Prakash Panda,Sanjib Mahanta,4,2,0,2,2,2,0,0,2,4,0
1,1,2,Sanjib Mahanta,Prakash Panda,5,0,1,4,4,1,3,0,0,1,4
1,1,3,Prakash Panda,Sanjib Mahanta,12,1,1,10,10,4,6,1,0,5,7
1,1,4,Sanjib Mahanta,Prakash Panda,4,0,0,4,4,0,4,2,0,0,4
1,1,5,Prakash Panda,Sanjib Mahanta,4,1,0,3,3,3,0,0,0,4,0
1,1,6,Sanjib Mahanta,Prakash Panda,4,0,0,4,4,0,4,2,0,0,4
1,1,7,Prakash Panda,Sanjib Mahanta,6,2,1,3,3,2,1,1,0,4,2
1,15,1,Sagir Gogoi,Sanjoy Saha,6,1,2,3,3,1,2,0,0,2,4
1,15,2,Sanjoy Saha,Sagir Gogoi,4,2,0,2,2,2,0,0,0,4,0
1,15,3,Sagir Gogoi,Sanjoy Saha,4,3,0,1,1,1,0,0,0,4,0
1,15,4,Sanjoy Saha,Sagir Gogoi,8,5,3,0,0,0,0,0,0,5,3
1,15,5,Sagir Gogoi,Sanjoy Saha,8,1,2,5,5,2,3,0,0,3,5
1,15,6,Sanjoy Saha,Sagir Gogoi,5,3,0,2,2,1,1,0,2,4,1
1,15,7,Sagir Gogoi,Sanjoy Saha,5,0,1,4,4,1,3,0,0,1,4
1,16,1,Shlok Mitra,Saikat Maity,6,2,1,3,3,2,1,1,0,4,2
1,16,2,Saikat Maity,Shlok Mitra,8,2,3,3,3,1,2,1,0,3,5
1,16,3,Shlok Mitra,Saikat Maity,5,3,1,1,1,1,0,0,0,4,1
1,16,4,Saikat Maity,Shlok Mitra,6,1,2,3,3,1,2,0,0,2,4
1,16,5,Shlok Mitra,Saikat Maity,4,1,0,3,3,3,0,0,0,4,0
1,16,6,Saikat Maity,Shlok Mitra,6,1,0,5,5,1,4,0,0,2,4
1,8,1,Vikrant Chopra,Tanmay Saha,5,0,1,4,4,1,3,2,0,1,4
1,8,2,Tanmay Saha,Vikrank Chopra,6,3,1,2,2,1,1,1,0,4,2
1,8,3,Vikrant Chopra,Tanmay Saha,6,3,1,2,2,1,1,0,0,4,2
1,8,4,Tanmay Saha,Vikrant Chopra,5,1,1,3,3,0,3,2,0,1,4
1,8,5,Vikrant Chopra,Tanmay Saha,8,3,1,4,4,2,2,1,0,5,3
1,8,6,Tanmay Saha,Vikrant Chopra,12,4,2,6,6,3,3,2,0,7,5
1,8,7,Vikrant Chopra,Tanmay Saha,6,3,2,1,1,1,0,0,0,4,2
1,8,8,Tanmay Saha,Vikrant Chopra,5,1,4,0,0,0,0,0,0,1,4
1,8,9,Vikrant Chopra,Tanmay Saha,4,0,4,0,0,0,0,0,0,0,4
1,8,10,Tanmay Saha,Vikrant Chopra,6,1,2,3,3,1,2,2,0,2,4
1,4,1,Kamal Agarwal,Agniswar Chatterjee,4,3,0,1,1,1,0,0,0,4,0
1,4,2,Agniswar Chatterjee,Kamal Agarwal,4,0,1,3,3,0,3,0,0,0,4
1,4,3,Kamal Agarwal,Agniswar Chatterjee,4,2,0,2,2,2,0,0,0,4,0
1,4,4,Agniswar Chatterjee,Kamal Agarwal,4,0,4,0,0,0,0,0,0,0,4
1,4,5,Kamal Agarwal,Agniswar Chatterjee,5,3,0,2,2,1,1,0,1,4,1
1,4,6,Agniswar Chatterjee,Kamal Agarwal,8,3,0,5,5,0,5,2,1,3,5
1,11,1,Vipul Gupta,Vivek Karmakar,5,1,2,2,2,0,2,0,0,1,4
1,11,2,Vivek Karmakar,Vipul Gupta,6,4,0,2,2,0,2,2,0,4,2
1,11,3,Vipul Gupta,Vivek Karmakar,6,1,3,2,2,1,1,0,0,2,4
1,11,4,Vivek Karmakar,Vipul Gupta,14,6,3,5,5,2,3,2,0,8,6
1,11,5,Vipul Gupta,Vivek Karmakar,5,1,3,1,1,0,1,0,1,1,4
1,11,6,Vivek Karmakar,Vipul Gupta,5,1,1,3,3,0,3,2,0,1,4
1,11,7,Vipul Gupta,Vivek Karmakar,6,1,3,2,2,1,1,0,0,2,4
1,19,1,Akhilesh Verma,Arka Sinha,4,2,0,2,2,2,0,0,0,4,0
1,19,2,Arka Sinha,Akhilesh Verma,8,1,2,5,5,2,3,0,0,3,5
1,19,3,Akhilesh Verma,Arka Sinha,5,3,0,2,2,1,1,0,0,4,1
1,19,4,Arka Sinha,Akhilesh Verma,16,4,6,6,6,3,3,1,1,7,9
1,19,5,Akhilesh Verma,Arka Sinha,5,2,0,3,3,2,1,0,0,4,1
1,19,6,Arka Sinha,Akhilesh Verma,6,1,3,2,2,1,1,1,0,2,4
1,14,1,Abhishek Kumar,Satyabrata Mishra,5,0,2,3,3,1,2,0,0,1,4
1,14,2,Satyabrata Mishra,Abhishek Kumar,6,2,1,3,3,2,1,0,0,4,2
1,14,3,Abhishek Kumar,Satyabrata Mishra,5,0,0,5,5,1,4,0,0,1,4
1,14,4,Satyabrata Mishra,Abhishek Kumar,5,2,1,2,2,2,0,0,0,4,1
1,14,5,Abhishek Kumar,Satyabrata Mishra,5,0,1,4,4,1,3,0,0,1,4
1,14,6,Satyabrata Mishra,Abhishek Kumar,12,4,5,3,3,1,2,1,0,5,7
1,14,7,Abhishek Kumar,Satyabrata Mishra,5,0,3,2,2,1,1,0,0,1,4
1,3,1,Vineet Gupta,Mohit Kumar,8,3,1,4,4,2,2,1,0,5,3
1,3,2,Mohit Kumar,Vineet Gupta,5,0,1,4,4,1,3,0,0,1,4
1,3,3,Vineet Gupta,Mohit Kumar,8,2,0,6,6,1,5,2,0,3,5
1,3,4,Mohit Kumar,Vineet Gupta,5,1,1,3,3,3,0,0,0,4,1
1,3,5,Vineet Gupta,Mohit Kumar,10,3,1,6,6,3,3,2,0,6,4
1,3,6,Mohit Kumar,Vineet Gupta,8,0,3,5,5,3,2,0,0,3,5
1,3,7,Vineet Gupta,Mohit Kumar,5,1,2,2,2,0,2,0,0,1,4
1,3,8,Mohit Kumar,Vineet Gupta,5,1,0,4,4,3,1,0,0,4,1
1,3,9,Vineet Gupta,Mohit Kumar,6,2,0,4,4,2,2,0,0,4,2
1,3,10,Mohit Kumar,Vineet Gupta,10,5,2,3,3,1,2,1,0,6,4
1,3,11,Vineet Gupta,Mohit Kumar,6,3,1,2,2,1,1,0,0,4,2
1,3,12,Mohit Kumar,Vineet Gupta,8,0,2,6,6,3,3,0,0,3,5
2,25,1,Prakash Panda,Vineet Gupta,5,1,0,4,4,0,4,0,0,1,4
2,25,2,Vineet Gupta,Prakash Panda,4,0,3,1,1,0,1,0,0,0,4
2,25,3,Prakash Panda,Vineet Gupta,5,0,0,5,5,1,4,0,0,1,4
2,25,4,Vineet Gupta,Prakash Panda,4,0,2,2,2,0,2,1,0,0,4
2,25,5,Prakash Panda,Vineet Gupta,6,3,1,2,2,1,1,0,0,4,2
2,25,6,Vineet Gupta,Prakash Panda,12,3,1,8,8,4,4,1,1,7,5
2,25,7,Prakash Panda,Vineet Gupta,5,1,2,2,2,0,2,0,0,1,4
2,25,8,Vineet Gupta,Prakash Panda,8,4,0,4,4,1,3,1,0,5,3
2,25,9,Prakash Panda,Vineet Gupta,10,5,1,4,4,1,3,0,0,6,4
2,25,10,Vineet Gupta,Prakash Panda,4,4,0,0,0,0,0,0,0,4,0
2,28,1,Vivek Karmakar,Ajit Bikram,6,4,1,1,1,0,1,1,0,4,2
2,28,2,Ajit Bikram,Vivek Karmakar,6,3,1,2,2,1,1,0,0,4,2
2,28,3,Vivek Karmakar,Ajit Bikram,8,3,3,2,2,2,0,0,0,5,3
2,28,4,Ajit Bikram,Vivek Karmakar,5,1,1,3,3,0,3,3,0,1,4
2,28,5,Vivek Karmakar,Ajit Bikram,5,3,0,2,2,1,1,0,0,4,1
2,28,6,Ajit Bikram,Vivek Karmakar,5,2,0,3,3,2,1,0,0,4,1
2,28,7,Vivek Karmakar,Ajit Bikram,6,3,1,2,2,1,1,1,0,4,2
2,28,8,Ajit Bikram,Vivek Karmakar,6,3,2,1,1,1,0,0,0,4,2
2,28,9,Vivek Karmakar,Ajit Bikram,8,5,2,1,1,0,1,0,1,5,3
2,42,1,Agniswar Chatterjee,Sanjib Mahanta,6,3,1,2,2,1,1,1,0,4,2
2,42,2,Sanjib Mahanta,Agniswar Chatterjee,8,1,1,6,6,2,4,0,0,3,5
2,42,3,Agniswar Chatterjee,Sanjib Mahanta,14,4,3,7,7,2,5,3,0,6,8
2,42,4,Sanjib Mahanta,Agniswar Chatterjee,5,2,0,3,3,2,1,0,0,4,1
2,42,5,Agniswar Chatterjee,Sanjib Mahanta,8,2,3,3,3,1,2,1,0,3,5
2,42,6,Sanjib Mahanta,Agniswar Chatterjee,4,1,0,3,3,3,0,0,0,4,0
2,42,7,Agniswar Chatterjee,Sanjib Mahanta,6,1,2,3,3,1,2,1,0,2,4
2,42,8,Sanjib Mahanta,Agniswar Chatterjee,8,2,1,5,5,3,2,0,0,5,3
2,27,1,Arin Neogi,Dipanjan Mitra,5,0,2,3,3,1,2,1,0,1,4
2,27,2,Dipanjan Mitra,Arin Neogi,5,3,1,1,1,1,0,0,0,4,1
2,27,3,Arin Neogi,Dipanjan Mitra,12,4,3,5,5,1,4,1,0,5,7
2,27,4,Dipanjan Mitra,Arin Neogi,6,2,4,0,0,0,0,0,0,2,4
2,27,5,Arin Neogi,Dipanjan Mitra,4,0,1,3,3,0,3,1,0,0,4
2,27,6,Dipanjan Mitra,Arin Neogi,10,4,4,2,2,0,2,1,0,4,6
2,27,7,Arin Neogi,Dipanjan Mitra,4,0,1,3,3,0,3,1,0,0,4
2,27,8,Dipanjan Mitra,Arin Neogi,8,3,1,4,4,2,2,0,0,5,3
2,23,1,Sanjoy Saha,Satyabrata Mishra,8,3,0,5,5,2,3,0,0,5,3
2,23,2,Satyabrata Mishra,Sanjoy Saha,6,2,2,2,2,0,2,0,0,2,4
2,23,3,Sanjoy Saha,Satyabrata Mishra,6,3,1,2,2,1,1,1,0,4,2
2,23,4,Satyabrata Mishra,Sanjoy Saha,8,1,2,5,5,2,3,1,0,3,5
2,23,5,Sanjoy Saha,Satyabrata Mishra,6,3,0,3,3,1,2,0,1,4,2
2,23,6,Satyabrata Mishra,Sanjoy Saha,4,0,1,3,3,0,3,2,0,0,4
2,31,1,Anuj Pandit,Sumit Raychaudhuri,6,1,1,4,4,1,3,1,0,2,4
2,31,2,Sumit Raychaudhuri,Anuj Pandit,5,0,1,4,4,1,3,0,0,1,4
2,31,3,Anuj Pandit,Sumit Raychaudhuri,6,0,0,6,6,4,2,0,0,4,2
2,31,4,Sumit Raychaudhuri,Anuj Pandit,6,2,0,4,4,2,2,0,0,4,2
2,31,5,Anuj Pandit,Sumit Raychaudhuri,8,2,3,3,3,1,2,0,0,3,5
2,31,6,Sumit Raychaudhuri,Anuj Pandit,6,3,0,3,3,1,2,0,0,4,2
2,31,7,Anuj Pandit,Sumit Raychaudhuri,12,3,2,7,7,2,5,0,0,5,7
2,31,8,Sumit Raychaudhuri,Anuj Pandit,8,2,0,6,6,1,5,0,0,3,5
2,31,9,Anuj Pandit,Sumit Raychaudhuri,4,0,1,3,3,0,3,1,0,0,4
2,26,1,Shubham Hazra,Kamal Agarwal,6,3,1,2,2,1,1,0,0,4,2
2,26,2,Kamal Agarwal,Shubham Hazra,5,1,0,4,4,3,1,0,0,4,1
2,26,3,Shubham Hazra,Kamal Agarwal,5,3,1,1,1,1,0,0,1,4,1
2,26,4,Kamal Agarwal,Shubham Hazra,5,3,1,1,1,1,0,0,1,4,1
2,26,5,Shubham Hazra,Kamal Agarwal,4,4,0,0,0,0,0,0,0,4,0
2,26,6,Kamal Agarwal,Shubham Hazra,6,1,0,5,5,3,2,2,0,4,2
2,26,7,Shubham Hazra,Kamal Agarwal,6,2,0,4,4,2,2,2,1,4,2
2,26,8,Kamal Agarwal,Shubham Hazra,6,2,1,3,3,2,1,0,0,4,2
2,26,9,Shubham Hazra,Kamal Agarwal,6,2,2,2,2,0,2,1,0,2,4
2,26,10,Kamal Agarwal,Shubham Hazra,4,0,0,4,4,0,4,0,0,0,4
2,26,11,Shubham Hazra,Kamal Agarwal,6,4,1,1,1,0,1,1,0,4,2
2,26,12,Kamal Agarwal,Shubham Hazra,12,4,1,7,7,3,4,2,2,7,5
2,26,13,Shubham Hazra,Kamal Agarwal,4,3,0,1,1,1,0,0,0,4,0
2,26,14,Kamal Agarwal,Shubham Hazra,4,1,2,1,1,0,1,0,0,1,3
2,39,1,Mohit Kumar,Vivaan Chandra,5,4,1,0,0,0,0,0,0,4,1
2,39,2,Vivaan Chandra,Mohit Kumar,5,0,2,3,3,1,2,0,0,1,4
2,39,3,Mohit Kumar,Vivaan Chandra,6,4,2,0,0,0,0,0,0,4,2
2,39,4,Vivaan Chandra,Mohit Kumar,5,1,2,2,2,0,2,2,0,1,4
2,39,5,Mohit Kumar,Vivaan Chandra,8,5,3,0,0,0,0,0,0,5,3
2,39,6,Vivaan Chandra,Mohit Kumar,8,2,1,5,5,1,4,0,0,3,5
1,2,1,Rishav Kacholia,Shekhar Das,10,3,5,2,2,1,1,0,0,4,6
1,2,2,Shekhar Das,Rishav Kacholia,6,3,1,2,2,1,1,1,0,4,2
1,2,3,Rishav Kacholia,Shekhar Das,6,3,1,2,2,1,1,0,0,4,2
1,2,4,Shekhar Das,Rishav Kacholia,6,2,3,1,1,0,1,0,0,2,4
1,2,5,Rishav Kacholia,Shekhar Das,6,4,1,1,1,0,1,0,0,4,2
1,2,6,Shekhar Das,Rishav Kacholia,10,3,6,1,1,1,0,0,0,4,6
1,2,7,Rishav Kacholia,Shekhar Das,14,3,5,6,6,3,3,0,0,6,8
1,2,8,Shekhar Das,Rishav Kacholia,10,3,4,3,3,3,0,0,0,6,4
1,2,9,Rishav Kacholia,Shekhar Das,6,2,1,3,3,2,1,0,0,4,2
1,2,10,Shekhar Das,Rishav Kacholia,6,3,1,2,2,1,1,1,0,4,2
1,2,11,Rishav Kacholia,Shekhar Das,10,4,4,2,2,2,0,0,0,6,4
1,2,12,Shekhar Das,Rishav Kacholia,10,3,6,1,1,1,0,0,0,4,6
2,30,1,Vikrant Chopra,Debasis Kundu,5,2,0,3,3,2,1,0,0,4,1
2,30,2,Debasis Kundu,Vikrant Chopra,6,2,3,1,1,0,1,1,0,2,4
2,30,3,Vikrant Chopra,Debasis Kundu,6,2,0,4,4,2,2,0,0,4,2
2,30,4,Debasis Kundu,Vikrant Chopra,5,0,2,3,3,1,2,0,0,1,4
2,30,5,Vikrant Chopra,Debasis Kundu,5,2,0,3,3,2,1,0,0,4,1
2,30,6,Debasis Kundu,Vikrant Chopra,5,1,1,3,3,0,3,2,0,1,4
2,44,1,Sudipta Chattoraj,Subhadip Chakraborty,8,3,3,2,2,0,2,2,0,3,5
2,44,2,Subhadip Chakraborty,Sudipta Chattoraj,6,3,0,3,3,1,2,0,0,4,2
2,44,3,Sudipta Chattoraj,Subhadip Chakraborty,5,1,1,3,3,0,3,1,0,1,4
2,44,4,Subhadip Chakraborty,Sudipta Chattoraj,8,1,1,6,6,2,4,1,0,3,5
2,44,5,Sudipta Chattoraj,Subhadip Chakraborty,4,0,3,1,1,0,1,0,0,0,4
2,44,6,Subhadip Chakraborty,Sudipta Chattoraj,5,2,1,2,2,2,0,0,0,4,1
2,44,7,Sudipta Chattoraj,Subhadip Chakraborty,4,0,4,0,0,0,0,0,0,0,4
2,32,1,Jit Narayan De,Shlok Mitra,6,1,2,3,3,1,2,0,0,2,4
2,32,2,Shlok Mitra,Jit Narayan De,18,5,3,10,10,3,7,1,1,8,10
2,32,3,Jit Narayan De,Shlok Mitra,5,4,1,0,0,0,0,0,0,4,1
2,32,4,Shlok Mitra,Jit Narayan De,6,0,3,3,3,2,1,0,0,2,4
2,32,5,Jit Narayan De,Shlok Mitra,5,1,0,4,4,3,1,1,0,4,1
2,32,6,Shlok Mitra,Jit Narayan De,5,1,1,3,3,0,3,1,0,1,4
2,32,7,Jit Narayan De,Shlok Mitra,5,2,1,2,2,2,0,0,0,4,1
2,24,1,Akhilesh Verma,Sourav Ghosh,4,2,0,2,2,2,0,0,0,4,0
2,24,2,Sourav Ghosh,Akhilesh Verma,6,0,0,6,6,2,4,1,0,2,4
2,24,3,Akhilesh Verma,Sourav Ghosh,10,3,1,6,6,3,3,0,0,6,4
2,24,4,Sourav Ghosh,Akhilesh Verma,16,5,3,8,8,4,4,0,0,9,7
2,24,5,Akhilesh Verma,Sourav Ghosh,6,3,0,3,3,1,2,1,0,4,2
2,24,6,Sourav Ghosh,Akhilesh Verma,6,2,2,2,2,2,0,0,0,4,2
2,24,7,Akhilesh Verma,Sourav Ghosh,5,2,0,3,3,2,1,0,0,4,1
2,24,8,Sourav Ghosh,Akhilesh Verma,5,2,1,2,2,2,0,0,0,4,1
2,24,9,Akhilesh Verma,Sourav Ghosh,12,4,0,8,8,3,5,0,0,7,5
2,29,1,Dr. Niraj Priyadarshi,Sneh Mitra,4,2,0,2,2,2,0,0,0,4,0
2,29,2,Sneh Mitra,Dr. Niraj Priyadarshi,4,0,0,4,4,4,0,0,0,4,0
2,29,3,Dr. Niraj Priyadarshi,Sneh Mitra,5,1,4,0,0,0,0,0,0,1,4
2,29,4,Sneh Mitra,Dr. Niraj Priyadarshi,6,3,1,2,2,1,1,0,0,4,2
2,29,5,Dr. Niraj Priyadarshi,Sneh Mitra,8,5,2,1,1,0,1,0,0,5,3
2,29,6,Sneh Mitra,Dr. Niraj Priyadarshi,6,2,3,1,1,0,1,0,0,2,4
2,29,7,Dr. Niraj Priyadarshi,Sneh Mitra,5,1,2,2,2,0,2,0,0,1,4
2,29,8,Sneh Mitra,Dr. Niraj Priyadarshi,6,1,3,2,2,1,1,0,0,2,4
2,29,9,Dr. Niraj Priyadarshi,Sneh Mitra,6,2,3,1,1,0,1,0,0,2,4
2,29,10,Sneh Mitra,Dr. Niraj Priyadarshi,4,3,0,1,1,1,0,0,0,4,0
2,41,1,Sagir Gogoi,Sandip Kundu,6,1,1,4,4,1,3,0,0,2,4
2,41,2,Sandip Kundu,Sagir Gogoi,6,0,0,6,6,2,4,0,0,2,4
2,41,3,Sagir Gogoi,Sandip Kundu,6,2,0,4,4,2,2,0,1,4,2
2,41,4,Sandip Kundu,Sagir Gogoi,6,0,1,5,5,2,3,1,0,2,4
2,41,5,Sagir Gogoi,Sandip Kundu,10,3,1,6,6,3,3,0,1,6,4
2,41,6,Sandip Kundu,Sagir Gogoi,12,4,4,4,4,1,3,0,0,5,7
2,41,7,Sagir Gogoi,Sandip Kundu,4,0,0,4,4,0,4,1,0,0,4
2,41,8,Sandip Kundu,Sagir Gogoi,8,4,2,2,2,1,1,1,0,5,3
2,41,9,Sagir Gogoi,Sandip Kundu,6,1,0,5,5,1,4,0,0,2,4
2,41,10,Sandip Kundu,Sagir Gogoi,4,0,3,1,1,0,1,1,0,0,4
2,43,1,Arka Sinha,Tanmay Saha,5,0,1,4,4,1,3,1,0,1,4
2,43,2,Tanmay Saha,Arka Sinha,8,2,4,2,2,1,1,0,0,3,5
2,43,3,Arka Sinha,Tanmay Saha,5,1,0,4,4,3,1,0,1,4,1
2,43,4,Tanmay Saha,Arka Sinha,8,5,1,2,2,0,2,2,0,5,3
2,43,5,Arka Sinha,Tanmay Saha,6,0,1,5,5,4,1,0,0,4,2
2,43,6,Tanmay Saha,Arka Sinha,5,1,1,3,3,3,0,0,0,4,1
2,43,7,Arka Sinha,Tanmay Saha,6,1,2,3,3,1,2,1,0,2,4
2,43,8,Tanmay Saha,Arka Sinha,5,0,1,4,4,1,3,2,0,1,4
2,43,9,Arka Sinha,Tanmay Saha,6,1,2,3,3,1,2,0,1,2,4
2,43,10,Tanmay Saha,Arka Sinha,6,3,0,3,3,1,2,2,0,4,2
2,36,1,Neelabh Neeraj,Tarun Sharma,6,2,3,1,1,0,1,0,0,2,4
2,36,2,Tarun Sharma,Neelabh Neeraj,5,3,1,1,1,1,0,0,0,4,1
2,36,3,Neelabh Neeraj,Tarun Sharma,8,4,1,3,3,1,2,1,0,5,3
2,36,4,Tarun Sharma,Neelabh Neeraj,5,4,1,0,0,0,0,0,0,4,1
2,36,5,Neelabh Neeraj,Tarun Sharma,6,2,2,2,2,0,2,1,0,2,4
2,36,6,Tarun Sharma,Neelabh Neeraj,6,4,1,1,1,0,1,0,0,4,2
2,36,7,Neelabh Neeraj,Tarun Sharma,6,3,1,2,2,1,1,0,0,4,2
2,36,8,Tarun Sharma,Neelabh Neeraj,6,4,2,0,0,0,0,0,0,4,2
2,35,1,Samarth Gupta,Atulya Priyadarshi,4,0,3,1,1,0,1,1,0,0,4
2,35,2,Atulya Priyadarshi,Samarth Gupta,6,2,1,3,3,2,1,0,0,4,2
2,35,3,Samarth Gupta,Atulya Priyadarshi,5,1,1,3,3,0,3,0,0,1,4
2,35,4,Atulya Priyadarshi,Samarth Gupta,8,4,1,3,3,1,2,1,0,5,3
2,35,5,Samarth Gupta,Atulya Priyadarshi,6,1,2,3,3,1,2,1,0,2,4
2,35,6,Atulya Priyadarshi,Samarth Gupta,6,2,3,1,1,0,1,1,0,2,4
2,35,7,Samarth Gupta,Atulya Priyadarshi,8,2,4,2,2,1,1,1,0,3,5
2,38,1,Vipul Gupta,Shekhar Das,4,0,2,2,2,0,2,0,0,0,4
2,38,2,Shekhar Das,Vipul Gupta,4,2,0,2,2,2,0,0,0,4,0
2,38,3,Vipul Gupta,Shekhar Das,8,2,0,6,6,3,3,1,2,5,3
2,38,4,Shekhar Das,Vipul Gupta,4,3,0,1,1,1,0,0,0,4,0
2,38,5,Vipul Gupta,Shekhar Das,6,3,0,3,3,1,2,1,0,4,2
2,38,6,Shekhar Das,Vipul Gupta,5,3,1,1,1,1,0,0,0,4,1
2,38,7,Vipul Gupta,Shekhar Das,5,0,1,4,4,1,3,1,0,1,4
2,38,8,Shekhar Das,Vipul Gupta,5,4,1,0,0,0,0,0,0,4,1
3,53,1,Sourav Ghosh,Arin Neogi,6,0,2,4,4,2,2,0,0,2,4
3,53,2,Arin Neogi,Sourav Ghosh,8,1,1,6,6,2,4,0,0,3,5
3,53,3,Sourav Ghosh,Arin Neogi,5,2,0,3,3,2,1,0,0,4,1
3,53,4,Arin Neogi,Sourav Ghosh,5,3,0,2,2,1,1,0,1,4,1
3,53,5,Sourav Ghosh,Arin Neogi,5,4,1,0,0,0,0,0,0,4,1
3,53,6,Arin Neogi,Sourav Ghosh,5,1,0,4,4,0,4,0,0,1,4
3,53,7,Sourav Ghosh,Arin Neogi,10,1,1,8,8,3,5,0,0,4,6
3,53,8,Arin Neogi,Sourav Ghosh,8,3,1,4,4,2,2,1,0,5,3
3,53,9,Sourav Ghosh,Arin Neogi,5,1,1,3,3,0,3,0,0,1,4
3,53,10,Arin Neogi,Sourav Ghosh,8,3,0,5,5,2,3,1,1,5,3
2,34,1,Ishmeet,Abhishek Kumar,10,3,1,6,6,3,3,2,0,6,4
2,34,2,Abhishek Kumar,Ishmeet,8,2,0,6,6,1,5,0,0,3,5
2,34,3,Ishmeet,Abhishek Kumar,5,0,0,5,5,1,4,1,0,1,4
2,34,4,Abhishek Kumar,Ishmeet,5,1,2,2,2,0,2,0,0,1,4
2,34,5,Ishmeet,Abhishek Kumar,6,0,0,6,6,2,4,2,0,2,4
2,34,6,Abhishek Kumar,Ishmeet,5,1,0,4,4,0,4,0,0,1,4
2,34,7,Ishmeet,Abhishek Kumar,4,0,0,4,4,0,4,1,0,0,4
2,34,8,Abhishek Kumar,Ishmeet,8,0,2,6,6,3,3,0,0,3,5
2,34,9,Ishmeet,Abhishek Kumar,12,3,1,8,8,2,6,3,0,5,7
2,34,10,Abhishek Kumar,Ishmeet,4,3,0,1,1,1,0,0,0,4,0
2,34,11,Ishmeet,Abhishek Kumar,6,4,0,2,2,0,2,0,0,4,2
2,34,12,Abhishek Kumar,Ishmeet,5,1,0,4,4,3,1,0,0,4,1
2,34,13,Ishmeet,Abhishek Kumar,6,3,2,1,1,1,0,0,0,4,2
2,34,14,Abhishek Kumar,Ishmeet,6,2,2,2,2,1,1,0,0,3,3
3,56,1,Mohit Kumar,Sanjib Mahanta,5,1,0,4,4,3,1,0,1,4,1
